F0,F1,F6,F12,F14,F15,F16,F26,F72,F99,S,Busy,Exting,Month,Car,Nozzle,Flow,Long
1710582,1146,1,1,1,1,3,11,3,0,225,299,4,1,5,2,7.0,0
1710583,1146,1,1,1,1,3,8,3,0,20,117,4,1,3,2,7.0,0
1710584,1146,1,1,5,2,5,9,3,0,20,45,5,3,3,3,10.5,0
1710585,1146,1,1,1,1,5,8,3,0,24,109,4,4,3,1,3.5,0
1710586,1146,0,8,0,0,0,6,0,0,300,47,3,4,1,1,3.5,0
1710587,1146,1,1,0,0,0,6,9,0,1,10,0,7,0,0,0.0,0
1710588,1146,1,1,1,1,3,7,3,0,10,105,3,9,3,2,7.0,0
1710589,1146,1,1,1,1,5,19,3,0,18,70,3,9,3,2,7.0,0
1710590,1146,1,1,3,3,5,10,3,0,20,179,9,9,3,3,10.5,0
1710591,1146,1,1,1,1,3,9,0,0,8,13,3,10,3,1,3.5,0
1710592,1146,1,1,1,1,3,6,3,0,800,483,95,12,7,2,7.0,0
1710593,1146,1,1,1,1,3,14,3,0,24,209,3,12,3,2,7.0,0
1710594,1146,1,8,0,0,0,5,0,0,20,24,3,12,1,1,3.5,0
1710595,1146,0,8,0,0,0,11,0,0,500,42,3,8,1,1,3.5,0
1710596,1146,1,3,0,0,0,5,0,0,6,19,3,8,1,1,3.5,0
1710597,1146,0,8,0,0,0,9,0,0,15,21,3,8,1,1,3.5,0
1710598,1146,0,1,1,1,3,14,3,0,120,293,4,8,5,2,7.0,0
1710599,1146,1,8,0,0,0,17,0,0,120,134,6,8,1,1,3.5,0
1717453,1146,0,1,1,1,5,3,8,1,24,148,33,7,3,2,7.0,0
1710601,1146,0,1,1,1,3,7,3,0,50,173,31,4,6,2,7.0,0
1705600,1146,1,1,2,1,5,4,2,1,20,143,33,5,3,2,7.0,0
1710603,1146,1,8,0,0,0,5,9,0,1,10,0,7,0,0,0.0,0
1710604,1146,1,1,1,1,5,7,3,0,24,170,3,10,3,1,3.5,0
1717817,1146,0,1,1,1,5,18,8,1,6,112,33,5,3,2,7.0,0
1706312,1146,1,1,17,1,2,3,2,1,50,93,33,12,4,2,12.0,0
1710607,1146,1,8,0,0,0,10,0,0,2,17,3,12,3,1,3.5,0
1710608,1146,1,1,1,1,3,6,0,0,1,43,3,9,3,1,3.5,0
1710609,1146,1,8,0,0,0,9,0,0,5,13,3,9,1,1,3.5,0
1710610,1146,1,8,0,0,0,9,0,0,1,22,7,9,2,1,3.5,0
1864498,1176,1,1,1,1,4,9,8,1,30,93,33,12,2,2,7.0,0
1718933,1146,0,1,2,2,5,7,0,1,10,87,33,9,3,2,7.0,0
1710613,1146,0,1,1,1,3,9,3,0,68,318,10,9,4,2,7.0,0
1710614,1146,0,3,0,0,0,5,0,0,6,54,3,9,2,1,3.5,0
1710615,1146,1,1,1,1,5,5,3,0,15,89,19,9,3,1,3.5,0
1710616,1146,1,1,3,3,5,7,3,0,4,17,3,9,3,3,10.5,0
1710617,1146,1,3,0,0,0,5,9,0,5,10,0,2,0,0,0.0,0
1710618,1146,1,1,5,5,3,4,9,0,1,10,0,4,0,0,0.0,0
1710619,1146,0,1,1,1,3,14,3,0,12,75,3,1,2,2,7.0,0
1710620,1146,0,1,1,1,5,17,3,0,24,95,3,3,2,1,3.5,0
1710621,1146,0,1,1,1,3,10,3,0,210,369,3,3,7,2,7.0,0
1710622,1146,1,1,1,1,3,8,3,0,64,145,3,5,2,2,7.0,0
1710623,1146,1,1,1,1,5,8,3,0,24,209,9,6,2,1,3.5,0
1710624,1146,1,1,1,1,3,3,3,0,24,1555,1443,9,2,2,7.0,0
1710625,1146,0,1,1,1,3,17,3,0,68,240,39,8,4,2,7.0,0
1710626,1146,0,1,1,1,5,16,3,0,24,240,3,9,2,1,3.5,0
1710627,1146,0,1,1,1,3,9,3,0,68,131,10,10,2,2,7.0,0
1704087,1146,1,1,1,1,5,4,0,1,24,79,33,3,2,2,7.0,0
1710629,1146,1,8,0,0,0,4,0,0,2,10,3,11,2,1,3.5,0
1710630,1146,1,1,1,1,5,4,0,0,1,12,3,11,2,1,3.5,0
1710631,1146,0,1,1,1,5,14,3,0,48,245,3,12,3,1,3.5,0
1710632,1146,1,1,1,1,3,9,3,0,2,29,3,12,3,2,7.0,0
1710633,1146,0,8,0,0,0,9,9,0,15,10,0,12,0,0,0.0,0
1710634,1146,0,1,5,2,5,7,3,0,300,146,8,12,3,3,10.5,0
1710635,1146,0,3,0,0,0,6,0,0,6,80,4,10,2,1,3.5,0
1710636,1146,1,1,1,1,3,5,3,0,8,19,3,7,1,2,7.0,0
1710637,1146,1,1,1,1,3,6,3,0,8,40,3,10,2,2,7.0,0
1707524,1146,1,1,9,8,2,3,8,1,10,74,33,8,4,2,7.0,0
1710639,1146,1,1,1,1,3,5,3,0,10,126,5,10,3,2,7.0,0
1710640,1146,1,8,0,0,0,11,0,0,2,44,4,10,3,1,3.5,0
1710641,1146,1,8,0,0,0,7,0,0,10,29,3,10,3,1,3.5,0
1710642,1146,0,8,0,0,0,11,0,0,70,34,3,10,1,1,3.5,0
1710643,1146,0,3,0,0,0,16,0,0,4,18,3,10,2,1,3.5,0
1710644,1146,1,1,1,-1,3,7,0,0,5,30,3,10,3,1,3.5,0
1710645,1146,1,8,0,0,0,9,0,0,2,12,3,10,1,1,3.5,0
1710646,1146,0,8,0,0,0,10,0,0,700,432,3,10,4,1,3.5,0
1710647,1146,1,8,0,0,0,8,0,0,50,87,3,10,1,1,3.5,0
1710648,1146,1,1,5,2,5,6,3,0,4,15,3,10,3,3,10.5,0
1710649,1146,1,1,1,1,5,8,3,0,35,95,4,10,3,1,3.5,0
1710650,1146,1,1,1,1,5,15,3,0,4,40,3,10,3,1,3.5,0
1710651,1146,0,1,1,1,3,10,3,0,200,208,6,10,2,2,7.0,0
1710652,1146,0,1,1,1,5,10,3,0,16,52,3,10,3,2,7.0,0
1859929,1176,1,1,2,2,3,5,8,1,10,69,33,1,3,2,7.0,0
1710654,1146,1,1,2,2,3,6,3,0,36,94,10,3,4,2,7.0,0
1720708,1146,1,1,3,3,4,9,0,1,20,60,33,5,3,2,7.0,0
1715856,1146,1,1,2,1,3,5,0,0,100,360,187,12,5,2,7.0,0
1710657,1146,0,1,2,2,3,6,3,0,100,142,3,4,3,2,7.0,0
1710658,1146,1,8,0,0,0,14,0,0,10,32,3,7,1,1,3.5,0
1710659,1146,0,1,2,2,3,20,3,0,100,256,5,11,3,2,7.0,0
1710660,1146,1,1,1,1,3,5,3,0,15,187,12,11,4,2,7.0,0
1710661,1146,1,8,0,0,0,6,0,0,2,16,3,11,2,1,3.5,0
1710662,1146,0,1,2,2,3,6,3,0,30,96,3,11,3,2,7.0,0
1710663,1146,0,1,1,1,5,17,3,0,120,153,10,11,3,1,3.5,0
1710664,1146,1,8,0,0,0,3,0,0,2,12,3,11,1,1,3.5,0
1710665,1146,1,8,0,0,0,6,0,0,6,12,3,11,1,1,3.5,0
1710666,1146,1,1,1,1,3,5,3,0,4,32,3,11,4,2,7.0,0
1710667,1146,1,1,1,1,3,8,3,0,4,55,3,11,3,2,7.0,0
1710668,1146,0,1,2,2,3,19,3,0,24,148,4,11,3,2,7.0,0
1710669,1146,0,3,0,0,0,7,0,0,4,37,3,11,2,1,3.5,0
1713682,1146,1,1,1,1,4,1,8,1,44,147,32,8,3,2,7.0,0
1710671,1146,0,1,1,1,5,9,3,0,20,117,3,7,3,1,3.5,0
1710672,1146,1,1,1,1,3,6,3,0,42,225,24,12,2,2,7.0,0
1707933,1146,0,1,1,1,2,10,4,1,80,87,32,5,3,2,7.0,0
1706683,1146,1,1,5,3,2,3,0,1,10,80,32,10,5,2,7.0,0
1710675,1146,1,1,2,1,5,5,3,0,54,115,5,12,4,2,7.0,0
1710676,1146,0,1,2,1,5,13,3,0,50,220,6,12,4,2,7.0,0
1710677,1146,0,8,0,0,0,9,0,0,20,185,3,12,1,1,3.5,0
1706674,1146,1,1,2,2,5,4,0,1,126,76,32,9,3,2,7.0,0
1710679,1146,0,8,0,0,0,10,0,0,5,64,3,12,2,1,3.5,0
1710680,1146,1,8,0,0,0,7,0,0,1,10,3,12,1,1,3.5,0
1710681,1146,0,1,2,1,5,4,3,0,2,14,4,12,2,2,7.0,0
1710682,1146,0,1,1,1,5,15,3,0,80,307,81,12,3,1,3.5,0
1710683,1146,0,8,0,0,0,10,0,0,50,67,4,12,1,1,3.5,0
1710684,1146,0,1,1,1,5,10,3,0,20,143,3,12,3,2,7.0,0
1710685,1146,1,1,1,1,5,11,3,0,80,98,3,12,3,1,3.5,0
1710686,1146,1,3,0,0,0,6,0,0,4,17,3,1,1,1,3.5,0
1707901,1146,1,1,9,3,2,7,4,1,24,69,32,5,6,2,7.0,0
1710688,1146,1,1,1,1,2,3,0,0,80,53,26,3,3,2,7.0,0
1710689,1146,1,1,14,4,2,3,0,0,2,15,3,6,4,1,3.5,0
1710690,1146,1,1,3,1,2,2,0,0,6,29,18,7,4,1,3.5,0
1710691,1146,1,1,1,1,2,5,0,0,80,492,45,11,4,2,7.0,0
1710692,1146,1,1,1,1,2,6,0,0,40,27,3,12,3,2,7.0,0
1710693,1146,1,1,1,1,2,4,0,0,8,26,14,1,4,2,7.0,0
1713279,1146,1,1,2,2,4,5,0,1,24,64,32,12,4,2,7.0,0
1710695,1146,1,3,0,0,0,3,0,0,6,16,6,1,1,1,3.5,0
1710696,1146,1,3,0,0,0,3,0,0,2,18,3,1,1,1,3.5,0
1710697,1146,1,1,2,2,2,4,0,0,80,163,27,1,4,2,7.0,0
1710698,1146,1,1,2,2,2,4,0,0,220,188,84,1,4,2,7.0,0
1710699,1146,1,1,2,2,2,10,0,0,36,48,31,1,4,2,7.0,0
1710700,1146,0,8,0,0,0,6,0,0,80,22,10,1,2,1,3.5,0
1710701,1146,1,1,5,2,2,7,0,0,2,23,9,1,4,1,3.5,0
1710702,1146,1,1,9,1,2,2,0,0,2,12,3,1,2,1,3.5,0
1710703,1146,1,3,0,0,0,3,0,0,10,29,11,1,1,1,3.5,0
1710704,1146,1,1,1,1,2,7,0,0,24,28,10,1,3,2,7.0,0
1710705,1146,1,1,1,1,2,12,0,0,2,23,7,2,3,2,7.0,0
1710706,1146,1,3,0,0,0,5,0,0,4,10,3,2,1,1,3.5,0
1710707,1146,1,1,1,1,2,6,0,0,36,19,7,3,3,2,7.0,0
1710708,1146,1,1,1,1,2,6,0,0,60,84,4,5,3,2,7.0,0
1710709,1146,0,8,0,0,0,6,0,0,80,26,5,10,2,1,3.5,0
1710710,1146,1,3,0,0,0,5,0,0,6,34,8,12,1,1,3.5,0
1710711,1146,1,1,2,2,2,10,0,0,60,31,10,2,4,2,7.0,0
1710712,1146,1,1,2,2,2,10,0,0,10,204,43,2,4,2,7.0,0
1710713,1146,1,8,0,0,0,6,0,0,80,22,9,2,2,1,3.5,0
1710714,1146,1,8,0,0,0,6,0,0,32,34,22,2,2,1,3.5,0
1710715,1146,1,3,0,0,0,5,0,0,4,13,3,2,1,1,3.5,0
1710716,1146,0,1,1,1,2,3,0,0,24,45,22,2,1,1,3.5,0
1710717,1146,0,1,1,1,2,10,0,0,24,63,16,2,1,1,3.5,0
1710718,1146,1,1,1,1,2,6,0,0,8,20,6,2,3,2,7.0,0
1710719,1146,1,1,8,7,2,7,0,0,4,40,28,2,4,1,3.5,0
1710720,1146,1,1,1,1,2,3,0,0,36,23,10,2,3,2,7.0,0
1706768,1146,0,1,2,1,3,4,0,1,7,64,32,9,3,2,7.0,0
1710722,1146,1,1,1,1,2,3,0,0,40,147,29,2,3,2,7.0,0
1710723,1146,1,1,1,1,2,10,0,0,30,59,18,2,3,2,7.0,0
1710724,1146,1,1,1,1,2,10,0,0,28,42,24,2,3,2,7.0,0
1710725,1146,1,3,0,0,0,10,0,0,2,18,4,2,1,1,3.5,0
1715022,1146,1,1,2,2,5,6,0,1,40,51,32,4,3,2,7.0,0
1710727,1146,0,1,1,1,2,10,0,0,30,27,4,2,3,2,7.0,0
1716995,1146,0,1,1,1,5,9,8,0,100,257,165,4,5,2,7.0,0
1710729,1146,1,1,1,1,2,2,0,0,15,152,115,4,1,1,3.5,0
1863427,1176,1,1,1,-1,5,1,0,1,6,41,32,7,3,2,7.0,0
1710731,1146,1,8,0,0,0,2,0,0,2,10,3,10,2,1,3.5,0
1710732,1146,1,3,0,0,0,3,0,0,4,12,3,11,1,1,3.5,0
1705692,1146,0,1,1,1,2,15,2,1,50,188,31,4,4,2,7.0,0
1710734,1146,1,1,1,1,2,9,0,0,9,38,21,3,1,1,3.5,0
1710735,1146,1,1,8,3,2,6,0,0,2,16,3,3,4,1,3.5,0
1706451,1146,0,1,1,1,5,15,2,1,64,160,31,11,3,2,7.0,0
1710737,1146,1,1,5,2,2,9,0,0,24,47,21,3,4,1,3.5,0
1710738,1146,1,1,1,1,2,7,0,0,30,75,27,3,3,2,7.0,0
1710739,1146,0,1,1,1,2,7,0,0,3,101,26,3,1,1,3.5,0
1710740,1146,1,1,1,1,2,6,0,0,30,50,17,3,3,2,7.0,0
1710741,1146,1,1,16,6,2,12,0,0,3,35,17,3,4,1,3.5,0
1717859,1146,1,1,2,1,5,4,8,1,20,155,31,12,3,2,7.0,0
1710743,1146,1,1,1,1,2,5,0,0,4,50,3,4,3,2,7.0,0
1710744,1146,1,1,4,1,2,5,0,0,6,19,8,5,4,1,3.5,0
1710745,1146,1,1,1,1,2,4,0,0,6,17,5,8,1,1,3.5,0
1710746,1146,1,8,0,0,0,1,0,0,2,14,3,9,2,1,3.5,0
1710747,1146,1,1,1,1,2,6,0,0,24,46,7,9,3,2,7.0,0
1710748,1146,1,8,0,0,0,3,0,0,200,52,21,11,2,2,7.0,0
1710749,1146,1,8,0,0,0,8,0,0,40,33,18,11,2,2,7.0,0
1710750,1146,1,8,0,0,0,8,0,0,400,37,15,11,2,2,7.0,0
1710751,1146,1,8,0,0,0,3,0,0,660,79,60,12,2,2,7.0,0
1710752,1146,1,1,5,2,2,2,0,0,2,10,3,12,4,1,3.5,0
1710753,1146,1,8,0,0,0,3,0,0,400,52,22,4,2,2,7.0,0
1710754,1146,1,8,0,0,0,3,0,0,600,75,25,4,2,2,7.0,0
1710755,1146,1,8,0,0,0,2,0,0,20,19,8,4,2,1,3.5,0
1710756,1146,1,1,1,1,2,6,0,0,60,33,13,4,3,2,7.0,0
1710757,1146,1,8,0,0,0,3,0,0,400,201,10,4,2,2,7.0,0
1710758,1146,1,8,0,0,0,1,0,0,400,15,3,4,2,2,7.0,0
1710759,1146,1,1,1,1,2,6,0,0,30,36,12,4,3,2,7.0,0
1710760,1146,1,8,0,0,0,4,0,0,30,17,3,4,2,2,7.0,0
1712320,1146,1,1,3,3,4,2,8,1,50,105,31,12,8,2,7.0,0
1710762,1146,1,8,0,0,0,3,0,0,160,18,4,4,1,1,3.5,0
1710763,1146,1,8,0,0,0,8,0,0,600,42,16,4,1,1,3.5,0
1710764,1146,1,8,0,0,0,8,0,0,600,60,24,4,1,1,3.5,0
1710765,1146,1,1,5,5,2,8,0,0,1,17,3,4,4,1,3.5,0
1710766,1146,0,1,1,1,2,5,0,0,18,58,9,4,1,1,3.5,0
1710767,1146,1,8,0,0,0,8,0,0,300,81,15,4,1,1,3.5,0
1710768,1146,1,8,0,0,0,8,0,0,600,60,27,4,1,1,3.5,0
1710769,1146,1,8,0,0,0,8,0,0,800,62,42,4,1,1,3.5,0
1716362,1146,1,1,1,1,5,3,0,1,15,101,31,1,3,2,7.0,0
1710771,1146,1,8,0,0,0,8,0,0,200,44,24,4,2,2,7.0,0
1710772,1146,1,1,14,6,2,5,0,0,24,34,20,4,4,1,3.5,0
1710773,1146,1,8,0,0,0,8,0,0,460,129,63,4,1,1,3.5,0
1710774,1146,0,8,0,0,0,8,0,0,100,56,13,4,1,1,3.5,0
1710775,1146,0,8,0,0,0,8,0,0,12,21,5,4,1,1,3.5,0
1710776,1146,1,8,0,0,0,8,0,0,60,22,6,4,1,1,3.5,0
1710777,1146,1,3,0,0,0,3,0,0,4,24,3,4,1,1,3.5,0
1863284,1176,1,1,2,2,3,6,1,1,36,100,31,9,3,2,7.0,0
1710779,1146,1,8,0,0,0,5,0,0,6,19,5,4,2,1,3.5,0
1710780,1146,1,1,1,1,2,6,0,0,20,25,12,4,3,2,7.0,0
1710781,1146,1,1,1,1,2,7,0,0,8,31,11,4,3,2,7.0,0
1710782,1146,1,1,1,1,2,7,0,0,40,39,5,4,3,2,7.0,0
1710783,1146,1,1,1,1,2,7,0,0,30,41,21,4,3,2,7.0,0
1710784,1146,1,1,1,1,2,7,0,0,8,29,14,4,3,2,7.0,0
1710785,1146,1,1,1,1,2,6,0,0,8,43,25,4,3,2,7.0,0
1718357,1146,0,1,2,1,5,7,0,1,10,82,31,1,2,2,7.0,0
1704497,1146,0,1,1,1,5,12,0,1,10,66,31,5,3,2,7.0,0
1710788,1146,1,8,0,0,0,6,0,0,400,32,19,2,1,1,3.5,0
1718846,1146,1,1,4,1,2,1,0,1,8,46,31,5,5,2,7.0,0
1860309,1176,1,1,1,-1,2,7,6,1,12,42,31,3,4,2,7.0,0
1710791,1146,1,8,0,0,0,3,0,0,4,20,3,7,2,1,3.5,0
1710792,1146,1,8,0,0,0,8,0,0,10,29,11,10,2,1,3.5,0
1710793,1146,1,1,16,1,2,2,0,0,4,10,3,10,2,1,3.5,0
1710794,1146,1,1,2,1,2,7,0,0,100,27,11,11,3,2,7.0,0
1710795,1146,1,1,1,1,2,7,0,0,30,58,6,11,3,2,7.0,0
1710796,1146,1,8,0,0,0,5,0,0,400,38,17,11,1,1,3.5,0
1710797,1146,1,1,16,1,2,4,0,0,10,13,3,5,2,1,3.5,0
1710798,1146,1,1,16,1,2,3,0,0,2,16,3,5,2,1,3.5,0
1713840,1146,1,1,1,1,4,5,4,1,50,177,30,12,3,2,7.0,0
1710800,1146,1,8,0,0,0,5,0,0,6,15,3,5,2,1,3.5,0
1710801,1146,0,3,0,0,0,17,0,0,8,20,3,5,1,1,3.5,0
1710802,1146,1,8,0,0,0,3,0,0,140,17,3,5,2,1,3.5,0
1710803,1146,1,1,24,16,2,5,0,0,6,15,3,5,4,1,3.5,0
1710804,1146,1,8,0,0,0,3,0,0,6,12,4,5,2,1,3.5,0
1710805,1146,1,1,17,3,2,4,9,0,10,10,0,5,1,0,0.0,0
1710806,1146,0,1,1,1,2,15,0,0,30,56,22,5,3,2,7.0,0
1710807,1146,1,8,0,0,0,5,0,0,8,22,3,5,2,1,3.5,0
1710808,1146,0,8,0,0,0,14,0,0,100,66,32,5,2,1,3.5,0
1710809,1146,1,8,0,0,0,6,0,0,60,28,13,5,2,1,3.5,0
1710810,1146,1,8,0,0,0,7,0,0,6,13,3,5,2,1,3.5,0
1710811,1146,1,8,0,0,0,2,0,0,2,14,4,2,2,1,3.5,0
1710812,1146,1,8,0,0,0,3,0,0,30,16,3,4,2,1,3.5,0
1710813,1146,1,3,0,0,0,23,0,0,10,55,24,7,2,1,3.5,0
1710814,1146,1,1,1,1,2,5,0,0,300,37,24,5,2,1,3.5,0
1710815,1146,1,8,0,0,0,5,0,0,8,23,9,6,2,1,3.5,0
1723605,1146,0,1,1,1,5,17,4,1,25,143,30,2,2,2,7.0,0
1710817,1146,1,1,5,3,2,2,0,0,1,26,9,9,2,1,3.5,0
1710818,1146,1,1,1,1,2,10,0,0,60,46,16,10,3,2,7.0,0
1710819,1146,1,3,0,0,0,6,0,0,12,26,3,11,1,1,3.5,0
1716124,1146,0,1,1,1,5,6,0,1,10,96,30,1,4,2,7.0,0
1713003,1146,1,1,5,5,3,6,0,1,80,90,30,5,7,2,7.0,0
1710822,1146,1,8,0,0,0,4,0,0,2,16,3,6,2,1,3.5,0
1710823,1146,1,3,0,0,0,3,0,0,6,19,3,6,1,1,3.5,0
1715936,1146,1,1,2,1,4,2,0,1,30,76,30,2,4,2,7.0,0
1710825,1146,1,8,0,0,0,6,0,0,10,21,3,6,2,1,3.5,0
1710826,1146,1,1,1,1,2,6,0,0,20,18,5,6,3,2,7.0,0
1710827,1146,0,1,1,1,2,10,0,0,8,20,6,6,3,2,7.0,0
1710828,1146,1,1,1,-1,2,2,0,0,3,27,13,6,2,1,3.5,0
1714677,1146,0,1,2,2,5,12,4,1,15,75,30,10,2,2,7.0,0
1710830,1146,1,8,0,0,0,2,0,0,4,17,3,6,2,1,3.5,0
1710831,1146,1,8,0,0,0,2,0,0,8,18,3,6,2,1,3.5,0
1710832,1146,1,8,0,0,0,3,0,0,12,14,3,6,2,1,3.5,0
1718002,1146,0,1,1,1,5,16,4,0,100,594,127,3,5,2,7.0,0
1710834,1146,1,3,0,0,0,4,0,0,12,11,3,6,1,1,3.5,0
1720055,1146,1,1,5,2,2,4,0,1,63,70,30,12,4,2,7.0,0
1710836,1146,1,8,0,0,0,3,0,0,10,14,3,6,2,1,3.5,0
1862673,1176,1,1,1,1,5,5,0,1,18,70,30,6,2,2,7.0,0
1710838,1146,1,8,0,0,0,8,0,0,16,18,6,6,2,1,3.5,0
1710839,1146,1,8,0,0,0,6,0,0,8,23,8,2,3,1,3.5,0
1710840,1146,1,1,12,6,2,2,0,0,12,97,38,8,5,2,7.0,0
1710841,1146,1,1,17,7,2,3,0,0,50,55,10,11,6,1,3.5,0
1710842,1146,1,3,0,0,0,4,0,0,1,13,3,12,1,1,3.5,0
1710843,1146,0,8,0,0,0,1,0,0,160,55,19,12,1,1,3.5,0
1710844,1146,1,1,1,1,2,2,0,0,120,226,91,7,2,3,10.5,0
1710845,1146,1,3,0,0,0,4,0,0,12,12,3,7,1,1,3.5,0
1710846,1146,1,8,0,0,0,2,0,0,4,15,3,7,1,1,3.5,0
1710847,1146,0,8,0,0,0,6,0,0,30,49,9,7,2,1,3.5,0
1710848,1146,0,1,1,1,2,11,0,0,64,193,42,7,2,2,7.0,0
1710849,1146,1,1,1,1,2,2,0,0,160,98,41,7,3,2,7.0,0
1710850,1146,1,1,1,1,3,2,0,0,1,10,3,7,2,1,3.5,0
1710851,1146,0,3,0,0,0,13,0,0,4,22,3,7,2,1,3.5,0
1710852,1146,1,1,1,1,2,7,0,0,30,167,66,7,2,2,7.0,0
1710853,1146,0,8,0,0,0,4,0,0,4,13,3,7,1,1,3.5,0
1710854,1146,1,3,0,0,0,4,0,0,10,55,24,7,2,1,3.5,0
1710855,1146,1,1,1,1,2,7,0,0,36,55,18,7,2,2,7.0,0
1710856,1146,1,1,12,6,2,6,0,0,18,23,12,7,6,1,3.5,0
1710857,1146,1,1,12,6,2,6,0,0,10,38,19,7,4,1,3.5,0
1710858,1146,1,1,1,1,2,4,0,0,180,136,56,7,3,2,7.0,0
1710859,1146,1,1,9,4,2,2,0,0,15,116,23,2,5,1,3.5,0
1708121,1146,0,1,2,2,4,2,8,1,50,58,30,10,4,2,7.0,0
1710861,1146,1,1,1,1,2,4,0,0,10,45,17,6,2,1,3.5,0
1710862,1146,1,8,0,0,0,4,0,0,2,14,3,6,1,1,3.5,0
1710863,1146,1,8,0,0,0,1,0,0,2,11,3,9,1,1,3.5,0
1710864,1146,0,1,1,1,2,4,0,0,100,177,59,10,5,3,10.5,0
1710865,1146,1,8,0,0,0,6,0,0,1,10,0,11,1,0,0.0,0
1710866,1146,0,1,2,2,2,1,0,0,6,10,0,8,2,0,0.0,0
1710867,1146,1,1,1,1,2,6,0,0,1,43,3,8,2,1,3.5,0
1710868,1146,1,1,3,2,2,2,0,0,1,10,0,8,1,0,0.0,0
1710869,1146,0,1,1,1,2,11,0,0,6,63,7,8,2,1,3.5,0
1710870,1146,1,3,0,0,0,2,0,0,4,27,10,8,1,1,3.5,0
1710871,1146,1,1,1,1,2,6,0,0,18,37,8,8,2,1,3.5,0
1710872,1146,0,1,2,2,2,13,0,0,1,10,0,8,5,0,0.0,0
1710873,1146,1,8,0,0,0,5,0,0,100,60,36,8,3,1,3.5,0
1710874,1146,1,8,0,0,0,3,0,0,1,10,0,6,2,0,0.0,0
1710875,1146,1,8,0,0,0,4,0,0,500,1500,747,8,7,5,17.5,0
1710876,1146,1,1,1,1,2,4,0,0,15,58,9,8,2,1,3.5,0
1710877,1146,1,8,0,0,0,7,0,0,3,28,7,1,2,1,3.5,0
1710878,1146,0,1,2,1,2,13,0,0,8,95,33,2,4,1,3.5,0
1710879,1146,1,1,12,6,2,1,0,0,2,13,3,2,1,1,3.5,0
1710880,1146,1,1,2,2,2,13,0,0,1,10,0,3,2,0,0.0,0
1710881,1146,1,8,0,0,0,2,0,0,2,11,3,3,2,1,3.5,0
1710882,1146,1,1,5,1,2,4,0,0,3,17,6,4,2,1,3.5,0
1710883,1146,0,1,1,1,2,10,0,0,9,66,21,5,2,1,3.5,0
1710884,1146,0,1,2,2,2,7,0,0,5,114,51,5,2,2,7.0,0
1710885,1146,1,1,9,1,2,1,0,0,1,10,0,6,4,0,0.0,0
1710886,1146,1,1,5,1,2,1,0,0,2,10,0,8,1,0,0.0,0
1710887,1146,1,8,0,0,0,4,0,0,2,12,3,8,2,1,3.5,0
1710888,1146,1,1,1,1,2,5,0,0,18,61,11,8,2,1,3.5,0
1710889,1146,1,1,9,1,2,1,0,0,1,12,3,9,2,1,3.5,0
1710890,1146,0,3,0,0,0,6,0,0,5,30,3,10,2,1,6.0,0
1710891,1146,1,8,0,0,0,7,0,0,3,24,3,11,1,1,3.5,0
1710892,1146,0,1,1,1,2,10,0,0,42,74,17,9,3,1,3.5,0
1710893,1146,1,8,0,0,0,1,0,0,3,11,3,9,1,1,3.5,0
1710894,1146,1,8,0,0,0,3,0,0,4,13,3,9,1,1,3.5,0
1710895,1146,1,8,0,0,0,3,0,0,2,21,3,9,4,1,3.5,0
1710896,1146,1,8,0,0,0,6,0,0,3,18,6,9,1,1,3.5,0
1710897,1146,1,1,1,1,2,1,0,0,1,21,0,9,2,0,0.0,0
1710898,1146,1,8,0,0,0,6,0,0,4,22,3,9,1,1,3.5,0
1710899,1146,0,1,1,1,2,7,0,0,100,64,20,9,3,2,7.0,0
1710900,1146,1,8,0,0,0,1,0,0,5,10,3,9,1,1,3.5,0
1710901,1146,0,1,2,1,2,1,0,0,30,122,60,9,4,2,7.0,0
1723599,1146,1,1,2,1,5,12,4,0,100,296,106,12,5,2,7.0,0
1710903,1146,1,1,2,1,2,3,0,0,30,34,12,9,2,1,3.5,0
1710904,1146,1,8,0,0,0,5,0,0,1,12,3,9,1,1,3.5,0
1710905,1146,1,8,0,0,0,2,0,0,1,14,3,9,1,1,3.5,0
1710906,1146,1,8,0,0,0,2,0,0,2,12,3,9,1,1,3.5,0
1710907,1146,1,1,9,4,2,1,0,0,2,20,3,9,2,1,3.5,0
1710908,1146,1,8,0,0,0,4,0,0,1,13,3,9,1,1,3.5,0
1710909,1146,0,1,1,1,2,7,0,0,15,54,10,1,2,1,3.5,0
1710910,1146,1,1,1,1,2,1,0,0,15,11,3,3,1,1,3.5,0
1710911,1146,0,1,1,1,2,9,0,0,12,59,13,4,2,1,3.5,0
1710912,1146,1,8,0,0,0,4,0,0,1,13,3,4,1,1,3.5,0
1710913,1146,1,8,0,0,0,5,0,0,2,20,3,5,1,1,3.5,0
1710914,1146,1,8,0,0,0,3,0,0,1,14,3,6,1,1,3.5,0
1710915,1146,1,8,0,0,0,12,0,0,1,24,3,6,1,1,3.5,0
1710916,1146,1,8,0,0,0,6,0,0,5,23,3,6,1,1,3.5,0
1710917,1146,1,1,1,1,2,6,0,0,15,124,81,7,4,3,10.5,0
1710918,1146,0,1,12,4,2,6,0,0,10,69,17,7,4,1,3.5,0
1710919,1146,1,8,0,0,0,4,0,0,15,68,6,7,1,1,3.5,0
1710920,1146,1,8,0,0,0,4,0,0,1,17,5,8,1,1,3.5,0
